"Tipus ens","Òrgan contractant","Número de contracte","Tipus de contracte","Objecte contracte","Preu inicial del contracte","Data formalització pròrroga","Preu de la pròrroga","Data inici pròrroga","Data final pròrroga","Número pròrroga"
"SOCIETATS PRIVADES MUNICIPALS","INFORMACIÓ I COMUNICACIÓ DE BARCELONA, S.A. SPM","180034"," Serveis ","Pròrroga neteja de la seu de betevé","118947.32","01/05/2019","118947.32","01/05/2019","30/04/2020","1"
"SOCIETATS PRIVADES MUNICIPALS","INFORMACIÓ I COMUNICACIÓ DE BARCELONA, S.A. SPM","180051"," Serveis ","Manteniment del web de betevé","9680.00","01/07/2019","7260.00","01/07/2019","31/12/2019","1"
"SOCIETATS PRIVADES MUNICIPALS","INFORMACIÓ I COMUNICACIÓ DE BARCELONA, S.A. SPM","180053"," Serveis ","Lloguer sistema  de transmissió de senyals de tv per betevé","87604.00","27/09/2019","87604.00","27/09/2019","26/09/2020","1"
"SOCIETATS PRIVADES MUNICIPALS","INFORMACIÓ I COMUNICACIÓ DE BARCELONA, S.A. SPM","180054"," Serveis ","Transmissions via streaming partits futbol","17424.00","01/01/2019","4356.00","01/01/2019","31/01/2019","1"
"SOCIETATS PRIVADES MUNICIPALS","INFORMACIÓ I COMUNICACIÓ DE BARCELONA, S.A. SPM","180054"," Serveis ","Transmissions via streaming partits futbol","17424.00","28/01/2019","15826.80","01/02/2019","19/05/2019","2"
"SOCIETATS PRIVADES MUNICIPALS","INFORMACIÓ I COMUNICACIÓ DE BARCELONA, S.A. SPM","180063"," Serveis ","Representació i defensa jurídica en l'àmbit laboral","60996.10","21/12/2019","60996.10","21/12/2019","20/12/2020","1"
"SOCIETATS PRIVADES MUNICIPALS","INFORMACIÓ I COMUNICACIÓ DE BARCELONA, S.A. SPM","180067"," Serveis ","Gestió, dinamització i direcció d'art dels canals socials corporatius de betevé","60500.00","19/12/2019","60500.00","19/12/2019","18/12/2020","1"
"SOCIETATS PRIVADES MUNICIPALS","INFORMACIÓ I COMUNICACIÓ DE BARCELONA, S.A. SPM","180071"," Serveis ","Programa btv Notícies 73 districte Sant Martí","41047.17","01/09/2019","23455.51","01/09/2019","31/12/2019","1"
"SOCIETATS PRIVADES MUNICIPALS","INFORMACIÓ I COMUNICACIÓ DE BARCELONA, S.A. SPM","180072"," Serveis ","Programa btv Notícies 73 districte Horta","41047.17","01/09/2019","23455.51","01/09/2019","31/12/2019","1"
"SOCIETATS PRIVADES MUNICIPALS","INFORMACIÓ I COMUNICACIÓ DE BARCELONA, S.A. SPM","180073"," Serveis ","Programa btv Notícies 73 districte Ciutat Vella","41047.17","01/09/2019","23455.51","01/09/2019","31/12/2019","1"
"SOCIETATS PRIVADES MUNICIPALS","INFORMACIÓ I COMUNICACIÓ DE BARCELONA, S.A. SPM","180074"," Serveis ","Programa btv Notícies 73 districte Eixample","41047.17","01/09/2019","23455.51","01/09/2019","31/12/2019","1"
"SOCIETATS PRIVADES MUNICIPALS","INFORMACIÓ I COMUNICACIÓ DE BARCELONA, S.A. SPM","180075"," Serveis ","Programa btv Notícies 73 districte Nou Barris","41047.17","01/09/2019","23455.51","01/09/2019","31/12/2019","1"
"SOCIETATS PRIVADES MUNICIPALS","INFORMACIÓ I COMUNICACIÓ DE BARCELONA, S.A. SPM","180076"," Serveis ","Programa btv Notícies 73 districte Sant Andreu","41047.17","01/09/2019","23455.51","01/09/2019","31/12/2019","1"
"SOCIETATS PRIVADES MUNICIPALS","INFORMACIÓ I COMUNICACIÓ DE BARCELONA, S.A. SPM","180077"," Serveis ","Programa btv Notícies 73 districte Sarrià","41047.17","01/09/2019","23455.51","01/09/2019","31/12/2019","1"
"SOCIETATS PRIVADES MUNICIPALS","INFORMACIÓ I COMUNICACIÓ DE BARCELONA, S.A. SPM","180078"," Serveis ","Programa btv Notícies 73 districte Gràcia","41047.17","01/09/2019","23455.51","01/09/2019","31/12/2019","1"
"SOCIETATS PRIVADES MUNICIPALS","INFORMACIÓ I COMUNICACIÓ DE BARCELONA, S.A. SPM","180079"," Serveis ","Programa btv Notícies 73 districte Les Corts","41047.17","01/09/2019","5863.90","01/09/2019","31/12/2019","1"
"SOCIETATS PRIVADES MUNICIPALS","INFORMACIÓ I COMUNICACIÓ DE BARCELONA, S.A. SPM","180080"," Serveis ","Programa btv Notícies 73 districte Sants","41047.17","01/09/2019","5863.90","01/09/2019","31/12/2019","1"
"SOCIETATS PRIVADES MUNICIPALS","INFORMACIÓ I COMUNICACIÓ DE BARCELONA, S.A. SPM","190003"," Serveis ","Pròrroga manteniment preventiu i climatització","15899.88","01/05/2019","15899.88","01/05/2019","31/08/2019","1"
"SOCIETATS PRIVADES MUNICIPALS","INFORMACIÓ I COMUNICACIÓ DE BARCELONA, S.A. SPM","190005"," Serveis ","Pròrroga recepció i atenció d'usuaris de betevé","7260.00","01/05/2019","8470.00","01/05/2019","31/08/2019","1"
"SOCIETATS PRIVADES MUNICIPALS","INFORMACIÓ I COMUNICACIÓ DE BARCELONA, S.A. SPM","2149"," Serveis ","Renting Ford Connect 1703-HZF ","3916.77","12/03/2019","1305.59","12/03/2019","30/04/2019","2"
"SOCIETATS PRIVADES MUNICIPALS","INFORMACIÓ I COMUNICACIÓ DE BARCELONA, S.A. SPM","2150"," Serveis ","Renting Ford Connect 1680-HZF ","3916.77","12/03/2019","1305.59","12/03/2019","30/04/2019","2"
"CONSORCIS","CONSORCI MUSEU D'ART CONTEMPORANI DE BARCELONA","2018-35/P1"," Serveis ","Controladors de sales","107337.58","23/04/2019","429350.35","01/05/2019","31/01/2020","1a"
"CONSORCIS","CONSORCI MUSEU D'ART CONTEMPORANI DE BARCELONA","2017-07/P1"," Obres ","Pintura","100418.60","31/05/2019","96325.77","05/06/2019","04/06/2020","1a"
"CONSORCIS","CONSORCI MUSEU D'ART CONTEMPORANI DE BARCELONA","2018-09/P1"," Serveis ","Muntatges audiovisuals","40619.70","15/10/2019","40619.70","15/10/2019","14/10/2020","1a"
"SOCIETATS PRIVADES MUNICIPALS","MERCABARNA","AB14104"," SERVEIS ","Servei d'assegurances a tot risc de danys materials i responsabilitat civil de MB.","361725.73","01/04/2019","125869.05","01/04/2019","31/03/2020","2a"
"SOCIETATS PRIVADES MUNICIPALS","MERCABARNA","OB15103"," SERVEIS ","Servei de control integrat de plagues de les zones comunes dels edificis de MB i MB-flor.","97465.50","28/09/2019","32488.50","28/09/2019","27/09/2020","2a"
"SOCIETATS PRIVADES MUNICIPALS","MERCABARNA","OB15105"," OBRES ","Obres de reparació, conservació i manteniment dels edificis de MB i MBFlor.","1593199.74","15/03/2019","438898.00","15/03/2019","15/03/2020","1a"
"SOCIETATS PRIVADES MUNICIPALS","MERCABARNA","OB15106"," OBRES ","Obres de reparació, conservació i manteniment de la urbanització (obra civil)I al recinte de MB i MBFlor.","1155683.83","01/05/2019","318370.20","01/05/2019","01/05/2020","1a"
"SOCIETATS PRIVADES MUNICIPALS","MERCABARNA","OB15108"," OBRES ","Obres de reparació, conservació i manteniment del paviment asfàltic del recinte de MB i MBFlor.","686421.16","01/05/2019","228807.06","01/05/2019","01/05/2020","1a"
"SOCIETATS PRIVADES MUNICIPALS","MERCABARNA","OB15109"," OBRES ","Obres de renovació, conservació i manteniment de la senyalització vertical, horitzontal i seguretat vial dels carrers de MB i MBFlor.","267596.27","11/04/2019","89085.00","11/04/2019","11/04/2020","1a"
"SOCIETATS PRIVADES MUNICIPALS","MERCABARNA","OB16104"," SERVEIS ","Serveis de neteja lleugera dels Mercats Centrals, dependències i equipaments de MB (lot 1).","1023957.42","30/06/2019","412996.16","30/06/2019","30/06/2020","1a"
"SOCIETATS PRIVADES MUNICIPALS","MERCABARNA","OB16104"," SERVEIS ","Serveis de neteja lleugera del Punt Verd  de MB (lot 2)","935208.33","30/06/2019","311736.11","30/06/2019","30/06/2020","1a"
"SOCIETATS PRIVADES MUNICIPALS","MERCABARNA","OB16108"," SERVEIS ","Servei de vigilància, petagers i persanal auxiliar per MB (Zona Franca) i Mb-Flor.","2046474.98","01/11/2019","1093840.00","01/11/2019","31/10/2020","2a"
"SOCIETATS PRIVADES MUNICIPALS","MERCABARNA","OB16123"," SERVEIS ","Servei d'assistència per la gestió i direcció integrada (PM) dels projectes i obres de renovació dels Mercats Centrals","413576.79","03/04/2019","215510.00","03/04/2019","02/04/2021","1a"
"SOCIETATS PRIVADES MUNICIPALS","MERCABARNA","OB16124"," SERVEIS ","Servei de manteniment integral de la instal·lació frigorífica, vapor i aigua calenta de l'escorxador de MB.","481472.89","11/04/2019","236736.45","11/04/2019","11/04/2020","1a"
"SOCIETATS PRIVADES MUNICIPALS","PARC D'ATRACCIONS TIBIDABO, S.A.","2016PATSA160CAL01P001"," Serveis ","Prórroga del contracte relatiu al servei de manteniment software (PREMIUM PLUS A PREU DE PREMIUM, DADES (PREMIUM) i hardware (PREMIUM PLUS) dels sistemes de vendes i cobrament smart kiosk (sistemes de gestió multinivell smartfutura) implantats als centres de restauració del Parc d'Atraccions Tibidabo","33997.60","19/12/2019","16998.80","20/12/2019","19/12/2020","1"
"SOCIETATS PRIVADES MUNICIPALS","PARC D'ATRACCIONS TIBIDABO, S.A.","2016PATSA139CAL01P001"," Serveis ","Prórroga del contracte relatiu als serveis de venda de fotografies, instal.lació i posta en marxa i manteniment dels sistemes fotogràfics digitals i subministraments connexes dels materials necessaris per a la venda al recinte del Parc d'Atraccions del Tibidabo","140000.00","16/02/2019","70000.00","16/02/2019","15/02/2020","1"
"SOCIETATS PRIVADES MUNICIPALS","PARC D'ATRACCIONS TIBIDABO, S.A.","2016PATSA140CAL01P001"," Serveis ","Prórroga del Contracte als serveis ordinaris i extraordinaris de neteja i recollida selectiva de residus del Parc d'Atraccons del Tibidabo amb suport als processos d'inserció socio laboral i d'exclusió social ","1116030.00","09/03/2019","555015.00","09/03/2019","08/03/2020","1"
"SOCIETATS PRIVADES MUNICIPALS","PARC D'ATRACCIONS TIBIDABO, S.A.","2017PATSA079AML01P003"," Serveis ","Pròrroga de l'Acord marc relatiu a proveïdors d'impremtes i suports gràfics per a Parc d'Atraccions del Tibidabo, SAU, amb suport als processos d'inserció socio laboral i d'exclusió social. Lot 1 proveïdors d'impremtes","130000.00","12/08/2019","65000.00","05/09/2019","04/09/2020","1"
"SOCIETATS PRIVADES MUNICIPALS","PARC D'ATRACCIONS TIBIDABO, S.A.","2017PATSA079AML02P002"," Serveis ","Pròrroga de l'Acord marc relatiu a proveïdors d'impremtes i suports gràfics per a Parc d'Atraccions del Tibidabo, SAU, amb suport als processos d'inserció socio laboral i d'exclusió social. Lot 2: reserva social a favor de CET'S com a proveïdors d'impremtes","60000.00","04/09/2019","30000.00","05/09/2019","04/09/2020","1"
"SOCIETATS PRIVADES MUNICIPALS","PARC D'ATRACCIONS TIBIDABO, S.A.","2017PATSA079AML03P003"," Serveis ","Pròrroga Acord marc relatiu a proveïdors d'impremtes i suports gràfics per a Parc d'Atraccions del Tibidabo, SAU, amb suport als processos d'inserció socio laboral i d'exclusió social. Lot 3: proveïdors de suports gràfics.","110000.00","12/08/2019","65000.00","05/09/2019","04/09/2020","1"
"SOCIETATS PRIVADES MUNICIPALS","PARC D'ATRACCIONS TIBIDABO, S.A.","2017PATSA206CAL01P001"," Serveis ","Pròrroga del Contracte relatiu al servei d'espectacles i exposició de titelles al Parc d'Atraccions del Tibidabo","553000.00","13/12/2019","276500.00","06/01/2020","05/01/2021","1"
"SOCIETATS PRIVADES MUNICIPALS","PARC D'ATRACCIONS TIBIDABO, S.A.","2016PATSA095CAL01P002"," Serveis ","Pròrroga del Contracte relatiu al Servei de recollida i recompte d'efectiu (Bitllet i moneda) de PATSA","60000.00","11/10/2019","30000.00","01/11/2019","31/10/2020","2"
"SOCIETATS PRIVADES MUNICIPALS","PARC D'ATRACCIONS TIBIDABO, S.A.","2017PATSA154CAL01P001"," Serveis ","Pròrroga del Contracte relatiu als serveis d'espectacles de mascotes, personatges, cloenda i animació del Parc d'Atraccions del Tibidabo, SAU. ","545400.00","31/10/2019","272700.00","05/01/2020","05/01/2021","1"
"SOCIETATS PRIVADES MUNICIPALS","PARC D'ATRACCIONS TIBIDABO, S.A.","2017PATSA154CAL02P001"," Serveis ","Pròrroga del Contracte relatiu als serveis d'espectacles de mascotes, personatges, cloenda i animació del Parc d'Atraccions del Tibidabo, SAU. ","123200.00","25/11/2019","61600.00","15/02/2020","14/02/2021","1"
"SOCIETATS PRIVADES MUNICIPALS","PARC D'ATRACCIONS TIBIDABO, S.A.","2017PATSA168CAL01P002"," Serveis ","Pròrroga del Contracte relatiu al servei d'assistència mèdica i primers auxilis als visitants del Parc d'Atraccions del Tibidabo i al personal de PATSA","103903.29","03/12/2019","62341.96","01/01/2020","05/01/2021","2"
"SOCIETATS PRIVADES MUNICIPALS","PARC D'ATRACCIONS TIBIDABO, S.A.","2016PATSA139CAL01P002"," Serveis ","Pròrroga del Contracte relatiu als serveis de venda de fotografies, instal.lació i posta en marxa i manteniment dels sistemes fotogràfics i subministraments connexes dels materials necessaris per a la venda al recinte del Parc d'Atraccions del Tibidabo","140000.00","12/12/2019","70000.00","16/02/2019","15/02/2020","2"
"SOCIETATS PRIVADES MUNICIPALS","PARC D'ATRACCIONS TIBIDABO, S.A.","2017PATSA124CAL01P001"," Serveis ","pròrroga del Contracte relatiu als serveis de missatgeria per a Parc d'Atraccions del Tibidabo, SA amb suport als processos d'inserció socio laboral i d'exclusió social ","38000.00","30/12/2019","22000.00","16/11/2019","15/11/2020","1"
"SOCIETATS PRIVADES MUNICIPALS","PARC D'ATRACCIONS TIBIDABO, S.A.","2017PATSA144SL01P002"," Subministrament ","Pròrroga contracte relatiu al subministrament d'aliments, matèries primes i productes d'un sol ús i el seu transport per atendre els serveis de restauració del Parc d'Atraccions del Tibidabo SA Lot A Subministrament d'aliments i matèries primes ","1400000.00","22/02/2018","730000.00","19/02/2020","18/02/2021","2"
"SOCIETATS PRIVADES MUNICIPALS","TRACTAMENT I ELIMINACIÓ DE RESIDUS, S.A. - TERSA","CTPVE119"," Serveis ","Serveis de transport i tractament d'escòries d'incineració de la PVE","3.192.000,00.-€","07/05/2019","840.000,00.-€","08/05/2019","08/05/2020","2a"
"SOCIETATS PRIVADES MUNICIPALS","TRACTAMENT I ELIMINACIÓ DE RESIDUS, S.A. - TERSA","CTPVE196"," Serveis ","Serveis de muntatge, desmuntatge i lloguer de les bastides de la PVE","348.186,00.-€","03/04/2019","174.093,00.-€","04/04/2019","04/04/2020","2a"
"SOCIETATS PRIVADES MUNICIPALS","TRACTAMENT I ELIMINACIÓ DE RESIDUS, S.A. - TERSA","CTPVE197"," Serveis ","Serveis de manteniment dels bufadors de sutge dels sistema de graelles i extraccó d'escòries dels forns de la PVE","143.165,00.-€","18/10/2019","71.582,50.-€","19/10/2019","18/10/2020","2a"
"SOCIETATS PRIVADES MUNICIPALS","TRACTAMENT I ELIMINACIÓ DE RESIDUS, S.A. - TERSA","CTPVE212"," Serveis ","Serveis revisió de les vàlvules de la PVE","187.442,75.-€","17/10/2019","93.721,37.-€","18/10/2019","18/10/2020","2a"
"SOCIETATS PRIVADES MUNICIPALS","TRACTAMENT I ELIMINACIÓ DE RESIDUS, S.A. - TERSA","CTPVE217"," Serveis ","Servei de transport i gestió de les cendres volants de la PVE","2.202.000,00.-€","16/06/2019","1.101.000,00.-€","17/06/2019","17/06/2020","2a"
"SOCIETATS PRIVADES MUNICIPALS","TRACTAMENT I ELIMINACIÓ DE RESIDUS, S.A. - TERSA","CTPVE228"," Subministrament ","Subministrament d'urea al 45% p/p additivada de la PVE","650.000,00.-€","27/02/2019","325.000,00.-€","28/02/2019","28/02/2020","1a"
"SOCIETATS PRIVADES MUNICIPALS","TRACTAMENT I ELIMINACIÓ DE RESIDUS, S.A. - TERSA","CTPVE234"," Serveis ","Serveis de manteniment preventiu i correctiu dels analitzadors i captadors del control d'emissions atmosfèriques de la PVE","170.146,32.-€","30/03/2019","85.073,16.-€","31/03/2019","31/03/2020","1a"
"SOCIETATS PRIVADES MUNICIPALS","TRACTAMENT I ELIMINACIÓ DE RESIDUS, S.A. - TERSA","CTTE235L001"," Serveis ","Serveis de neteja d'oficines i serveis comuns de la PVE ","98455.77","30/01/2019","49.227,88.-€","31/01/2019","31/01/2020","2a"
"SOCIETATS PRIVADES MUNICIPALS","TRACTAMENT I ELIMINACIÓ DE RESIDUS, S.A. - TERSA","CTTE235L002"," Serveis ","Serveis de neteja industrial, accessos i exteriors de la PVE","101952.00","30/01/2019","50.976,00.-€","31/01/2019","31/01/2020","2a"
"SOCIETATS PRIVADES MUNICIPALS","TRACTAMENT I ELIMINACIÓ DE RESIDUS, S.A. - TERSA","CTTE246L01"," Serveis ","Serveis de prevencio aliè per les quatre especialitats per a TERSA, SIRESA i SEMESA: Seguretat Industrial, Higiene Ergonomica, psicosologia + vigilància ","102044.00","29/06/2019","51.022,00.-€","30/06/2019","30/06/2020","2a"
"SOCIETATS PRIVADES MUNICIPALS","TRACTAMENT I ELIMINACIÓ DE RESIDUS, S.A. - TERSA","CTTE249"," Serveis ","Serveis de control d'accessos PVE","220226.59","31/05/2019","110.113,29.-€","01/06/2019","01/06/2020","2a"
"SOCIETATS PRIVADES MUNICIPALS","TRACTAMENT I ELIMINACIÓ DE RESIDUS, S.A. - TERSA","CTTE274"," Subministrament ","Subministrament d'un sistema de control d'accesos i presència per a TERSA, SIRESA i SEMESA. (Hardware, software i servei de manteniment)","68.062,20.-€","30/08/2019","34.031,10.-€","31/08/2019","31/08/2020","1a"
"SOCIETATS PRIVADES MUNICIPALS","TRACTAMENT I ELIMINACIÓ DE RESIDUS, S.A. - TERSA","CTTE277L002"," Serveis ","Servei pòlisses d'assegurançes diverses per al grup TERSA. Responsabilitat mediambiental","29.400,00.-€","30/12/2019","14.700,00.-€","31/12/2019","31/12/2020","1a"
"SOCIETATS PRIVADES MUNICIPALS","TRACTAMENT I ELIMINACIÓ DE RESIDUS, S.A. - TERSA","CTTE277L003"," Serveis ","Servei pòlisses d'assegurançes diverses per al grup TERSA. Responsabilitat civil primera capa","50.000,00.-€","30/12/2019","25.000,00.-€","31/12/2019","31/12/2020","1a"
"SOCIETATS PRIVADES MUNICIPALS","TRACTAMENT I ELIMINACIÓ DE RESIDUS, S.A. - TERSA","CTTE277L006"," Serveis ","Servei pòlisses d'assegurançes diverses per al grup TERSA. Vida col·lectius","19.192,55.-€","30/12/2019","9.596,27.-€","31/12/2019","31/12/2020","1a"
"SOCIETATS PRIVADES MUNICIPALS","TRACTAMENT I ELIMINACIÓ DE RESIDUS, S.A. - TERSA","CTTE276"," Serveis ","Servei de gestió de matalassos dels punts verds de l'Àrea Metropolitana de Barcelona i CTRM","782.320,00.-€","31/07/2019","391.160,00.-€","01/08/2019","01/08/2020","1a"
"SOCIETATS PRIVADES MUNICIPALS","TRACTAMENT I ELIMINACIÓ DE RESIDUS, S.A. - TERSA","CTTE279L001"," Serveis ","Serveis d'organització i atenció al públic en els punts verds de zona de Barcelona. LOT 1 Montjuic","218.838,66.-€","30/12/2019","109.419,33.-€","31/12/2019","31/12/2020","1a"
"SOCIETATS PRIVADES MUNICIPALS","TRACTAMENT I ELIMINACIÓ DE RESIDUS, S.A. - TERSA","CTTE279L002"," Serveis ","Serveis d'organització i atenció al públic en els punts verds de zona de Barcelona. LOT 2 Les Corts","218.356,82.-€","30/12/2019","109.178,41.-€","31/12/2019","31/12/2020","1a"
"SOCIETATS PRIVADES MUNICIPALS","TRACTAMENT I ELIMINACIÓ DE RESIDUS, S.A. - TERSA","CTTE279L003"," Serveis ","Serveis d'organització i atenció al públic en els punts verds de zona de Barcelona. LOT 3 Sant Andreu","259.925,75.-€","30/12/2019","129.962,87.-€","31/12/2019","31/12/2020","1a"
"SOCIETATS PRIVADES MUNICIPALS","TRACTAMENT I ELIMINACIÓ DE RESIDUS, S.A. - TERSA","CTTE279L004"," Serveis ","Serveis d'organització i atenció al públic en els punts verds de zona de Barcelona. LOT 4 Collserola","249.634,33.-€","30/12/2019","124.817,16.-€","31/12/2019","31/12/2020","1a"
"SOCIETATS PRIVADES MUNICIPALS","TRACTAMENT I ELIMINACIÓ DE RESIDUS, S.A. - TERSA","CTTE279L005"," Serveis ","Serveis d'organització i atenció al públic en els punts verds de zona de Barcelona. LOT 5 Vall d'Hebron","337.960,48.-€","30/12/2019","168.980,24.-€","31/12/2019","31/12/2020","1a"
"SOCIETATS PRIVADES MUNICIPALS","TRACTAMENT I ELIMINACIÓ DE RESIDUS, S.A. - TERSA","CTTE279L007"," Serveis ","Serveis d'organització i atenció al públic en els punts verds de zona de Barcelona. LOT 7 Fòrum","142.106,88.-€","30/12/2019","71.053,44.-€","31/12/2019","31/12/2020","1a"
"SOCIETATS PRIVADES MUNICIPALS","TRACTAMENT I ELIMINACIÓ DE RESIDUS, S.A. - TERSA","CTTE352"," Serveis ","Servei de recollida selectiva de fibrociment amb amiant abandonat al carrer a la ciutat de Barcelona","58.245,00.-€","29/04/2019","48.537,50.-€","01/09/2019","30/06/2020","1a"
"SOCIETATS PRIVADES MUNICIPALS","TRACTAMENT I ELIMINACIÓ DE RESIDUS, S.A. - TERSA","CTTE353"," Serveis ","Servei de transport i tractament de residus de plàstic dur, plàstic film i porexpan punts verds AMB","113.368,64.-€","29/04/2019","113.368,64.-€","01/08/2019","31/07/2020","2a"
"SOCIETATS PRIVADES MUNICIPALS","TRACTAMENT I ELIMINACIÓ DE RESIDUS, S.A. - TERSA","CTTE407"," Serveis ","Servei de contractació electrónica certificada","34.182,50.-€","05/09/2019","34.182,50.-€","26/11/2019","25/11/2020","1a"
"SOCIETATS PRIVADES MUNICIPALS","FOMENT DE CIUTAT, S.A.","F180000009"," Serveis ","2018/158 Serveis atenció al públic i control accessos per l'ACP ""La Model""","50904.76","24/04/2019","30797.38","02/05/2019","01/10/2019","1a"
"SOCIETATS PRIVADES MUNICIPALS","FOMENT DE CIUTAT, S.A.","F180000009"," Serveis ","2018/158 Serveis atenció al públic i control accessos per l'ACP ""La Model""","50904.76","17/09/2019","18478.43","02/10/2019","31/12/2019","2A"
"SOCIETATS PRIVADES MUNICIPALS","FOMENT DE CIUTAT, S.A.","F180000009"," Serveis ","2018/158 Serveis atenció al públic i control accessos per l'ACP ""La Model""","50904.76","27/12/2019","12343.15","01/01/2020","02/03/2020","3A"
"SOCIETATS PRIVADES MUNICIPALS","FOMENT DE CIUTAT, S.A.","F180000008"," Serveis ","2018/159  Vigilància i seguretat de l'ACP La Model","69871.22","24/04/2019","59180.92","02/05/2019","31/12/2019","1A"
