"dccontributorauthor","dccoveragespatial","dccoveragetemporal","dcdatecreated","dcdateissued","dcdescription","dcdescriptionabstract","dcdescriptionsponsorship","dcformat","dcformatextent","dcformatmedium","dcidentifierimagurb","dcidentifierimagurbcd","dcidentifieruri","dcpublisher","dcrights","dcrightsaccessrights","dcrightsrightsHolder","dcrightsuri","dcsubject","dcsubjectforma","dcsubjectimagurb","dctitle","dctype","Unnamed: 24"
"Gri Espinagosa, Josep. Servei d'Elements Urbans","Barcelona. Districte 3. Sants-Montjuïc. Espanya, Plaça (Barcelona)","","1992-08-13","2002-01-01","Buïgas, Carles. Primer pla d'una inscripció amb les lletres   SPQB, pertanyent a la Font Màgica.  Aquesta està realitzada sobre pedra.","","","image/jpeg","1 supercontacte","Positiu. SUPERCONTACTES. Color","869. NEUFON510_22",28.0,"http://hdl.handle.net/11703/74250","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","ELEMENTS URBANS. FONTS. Escultures i monuments. Buigas, Carlos","Inscripció a la Font Màgica","image",""
"Gri Espinagosa, Josep. Servei d'Elements Urbans","Barcelona. Districte 1. Ciutat Vella. Reial, Plaça (Barcelona)","1875","1991-02-27","2002-01-01","Bibliografia: Vázquez Montalbán, Manuel, ""Barcelona fuente a fuente"". Barcelona : REPSOL, 1990. Primer pla d'una de les sis gàrgoles  pertayents a la font de les Tres Gràcies,  ubicada a la plaça Reial.  La gàrgola, de desguàs, es troba a la part  superior de la font, concretament a una  tassa que recull l'aigua vessada per un brollador.","","","image/jpeg","1 supercontacte","Positiu. SUPERCONTACTES. Color","805. NEUFON164_E",26.0,"http://hdl.handle.net/11703/74186","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","FONTS. ELEMENTS URBANS. Escultures i monuments","Font de les Tres Gràcies","image",""
"Servei d'Elements Urbans","Barcelona. Districte 6. Gràcia. Sol, Plaça (Barcelona)","","","2002-01-01","Pla general d'una part de la plaça del Sol,   on es presenta un senyal que informa sobre  l'ubicació d'un pàrking. Al costat d'aquest   element es mostra la rampa per accedir-hi.  D'altra banda, veiem una marquesina subjecta  per columnes d'acer.","","","image/jpeg","1 diapositiva","Diapositiva. DIAPOSITIVES 24x36. Color","306. DEUMAR1_9",10.0,"http://hdl.handle.net/11703/73694","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","MARQUESINES. ELEMENTS URBANS","Marquesina a la plaça del Sol","image",""
"Cunill, Julio. CBFOTO. Servei d’Elements Urbans","Barcelona. Districte 1. Ciutat Vella. Gòtic (Barcelona : Barri). Portaferrissa, Carrer (Barcelona)","","1985","2017","","","Digitalitzat per Tecnodoc","image/jpeg","1 fotografia","Digitalitzat. TIFF. Color","NEUENL3379_15",189.0,"http://hdl.handle.net/11703/104986","","CC-BY-ND","openAccess","Cunill, Julio. CBFOTO. Ajuntament de Barcelona","http://creativecommons.org/licenses/by-nd/4.0/deed.ca","","fotografies. documents digitalitzats","ELEMENTS URBANS. FANALS","Fanal al carrer Portaferrissa","image",""
"Cunill, Julio. Departament d'Arquitectura i Projectes Urbans","Barcelona. Districte 10. Sant Martí","","2009-05-13","2009-06-05","Ajuntament de Barcelona. Servei d'Elements Urbans. Primer pla d'un carril bici a la zona del 22@.   El carril es troba ubicat a una zona peatonal,   i queda indicat pel dibuix d'unes bicicletes.    També es veuen unes xinxetes que fan de limitador.","","","image/jpeg","1 fotografia","Digital. TIFF. Color","30483. EU223XIN_02",223.0,"http://hdl.handle.net/11703/75353","","CC-BY-ND","openAccess","Cunill, Julio. Ajuntament de Barcelona","http://creativecommons.org/licenses/by-nd/4.0/deed.ca","","fotografies","ELEMENTS URBANS. Vies ciclistes","Xinxeta carril bici 22@","image",""
"Gri Espinagosa, Josep. Servei d'Elements Urbans","","","1993-10-01","2002-01-01","Platja de la Barceloneta","","","image/jpeg","1 supercontacte","Positiu. SUPERCONTACTES. Color","1464. NEUPAP766_7",46.0,"http://hdl.handle.net/11703/74844","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","","Paperera Platja","image",""
"Servei d'Elements Urbans","Barcelona. Districte 8. Nou Barris. Virrei Amat, Plaça (Barcelona)","","","2002-01-01","Primer pla d'unes lloses unes llambordes de   formigó, que conformen la pavimentació   del carrer Baltasar Gracián.","","","image/jpeg","1 diapositiva","Diapositiva. DIAPOSITIVES 24x36. Color","393. DEUPAV6_14",13.0,"http://hdl.handle.net/11703/73780","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","PAVIMENTS. ELEMENTS URBANS","Paviments Virrei Amat","image",""
"Gri Espinagosa, Josep. Servei d'Elements Urbans","","","1993-10-29","2002-01-01","Pla de detall d'una barana IMPU. L'element   té un passamà tubular.  La barana es perllonga a partir de seqüències  ininterrompudes i s'enclava a un mur de formigó.","","","image/jpeg","1 supercontacte","Positiu. SUPERCONTACTES. Color","555. NEUBAR805_36",18.0,"http://hdl.handle.net/11703/73942","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","ELEMENTS URBANS. BARANES","Barana IMPU","image",""
"Gri Espinagosa, Josep. Servei d'Elements Urbans","Barcelona. Districte 8. Nou Barris. Parc de la Trinitat (Barcelona)","1991","1994-02-03","2002-01-01","Bibliografia: Serra, Josep Ma. ""Elementos urbanos: mobiliario y microarquitectura"". Barcelona: Gustavo Gili, 2000. Roig, Jordi; Batlle, Enric. Primer pla de tres fonts model ""Atlántida"", alineades. Es composen de: un fust de fundició de ferro de secció rectangular única, una canella de llautó (encastada a la part superior) i una reixa de desguàs, de fundició.","","","image/jpeg","1 supercontacte","Positiu. SUPERCONTACTES. Color","1374. NEUFON927_1",44.0,"http://hdl.handle.net/11703/74754","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","FONTS. ELEMENTS URBANS. SANTA & COLE. ROIG, Jordi. BATLLE, Enric","Fonts al Parc de la Trinitat","image",""
"Servei d'Elements Urbans","Madrid","","","2002-01-01","Dibuix on es mostren unes tanques que   fan la funció d'elements de protecció de guals.  Aquest dibuix pertany a una ordenança  municipal de Madrid.","","","image/jpeg","1 diapositiva","Diapositiva. DIAPOSITIVES 24x36. Color","437. DEUPIL4_10",14.0,"http://hdl.handle.net/11703/73824","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","dibuixos tècnics. documents digitalitzats","PILONES I ELEMENTS DE PROTECCIÓ. ELEMENTS URBANS","Ordenança de protector de gual a Madrid","image",""
"Gri Espinagosa, Josep. Servei d'Elements Urbans","Catalunya, Plaça (Barcelona)","","1995-04-24","2002-01-01","Primer pla d'un edicle de reduides dimensions   a la plaça Catalunya.   És de planta quadrada i s'eleva uns dos   metres per sobre del nivell de terra.","","","image/jpeg","1 supercontacte","Positiu. SUPERCONTACTES. Color","595. NEUEDI294_11",19.0,"http://hdl.handle.net/11703/73982","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","ELEMENTS URBANS. EDICLES","Edicle a la plaça Catalunya","image",""
"Cunill, Julio. CBFOTO. Servei d’Elements Urbans","Barcelona. Districte 1. Ciutat Vella. Rambla, La (Barcelona)","","1987","2017","","","Digitalitzat per Tecnodoc","image/jpeg","1 fotografia","Digitalitzat. TIFF. Color","NEUD02ENL4012_22",189.0,"http://hdl.handle.net/11703/104852","","CC-BY-ND","openAccess","Cunill, Julio. CBFOTO. Ajuntament de Barcelona","http://creativecommons.org/licenses/by-nd/4.0/deed.ca","","fotografies. documents digitalitzats","ELEMENTS URBANS. FANALS. CLOTET, Rosa. CASAJOANA, Pere","Fanal a la Rambla","image",""
"Gri Espinagosa, Josep. Servei d'Elements Urbans","Drassanes, Avinguda (Barcelona). Barcelona. Districte 1. Ciutat Vella","1990","","2002-01-01","Milà, Leopoldo. Primer pla de contrapicat d'un banc doble  Montseny al costat d'una cadira del mateix  disseny. Banc de fundició de ferro i fusta   de iroko","","","image/jpeg","1 diapositiva","Diapositiva. DIAPOSITIVES 24x36. Color","23. DEUBAN1_4",1.0,"http://hdl.handle.net/11703/73412","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","BANCS. ELEMENTS URBANS. MILÀ, Leopoldo. DAE Diseño Ahorro Energético, S.A.","Banc Montseny","image",""
"Gri Espinagosa, Josep. Servei d'Elements Urbans","Barcelona. Districte 3. Sants-Montjuïc. Jardins de Joan Maragall (Barcelona)","","1993-05-03","2002-01-01","Data aproximada; bibliografia: Vázquez Montalbán, Manuel, ""Barcelona fuente a fuente"". Barcelona : REPSOL, 1990. Granero Serra, Lluïsa. Primer pla relatiu a dos dels ""amorets"" pertanyents a la font ornamental dels ""Quatre Amorets"", creats per Lluïsa Granero. També es mostra part de l'estany, el qual juntament amb la font i les escultures decoren els Jardins de Joan Maragall.","","","image/jpeg","1 supercontacte","Positiu. SUPERCONTACTES. Color","1024. NEUFON664_28",33.0,"http://hdl.handle.net/11703/74405","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","FONTS. ELEMENTS URBANS. Escultures i monuments. GRANERO SIERRA, Lluïsa","Font dels Quatre Amorets","image",""
"Servei d'Elements Urbans","Ferran Casablancas, Plaça (Barcelona)","","","2002-01-01","Enric Pericas. Pla general on es presenta un protector de  guals de vehicles a la plaça Ferran   Casablancas. L'element està realitzat amb   una peça monolítica de formigó i un  ancoratge al paviment amb acer inoxidable.","","","image/jpeg","1 diapositiva","Diapositiva. DIAPOSITIVES 24x36. Color","409. DEUPIL1_17",13.0,"http://hdl.handle.net/11703/73796","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","PILONES I ELEMENTS DE PROTECCIÓ. ELEMENTS URBANS","Protector de gual de vehicles","image",""
"Gri Espinagosa, Josep. Servei d'Elements Urbans","Barcelona. Districte 6. Gràcia. Gràcia, Travessera de (Barcelona)","1845","1993-06-21","2002-01-01","Bibliografia: Vázquez Montalbán, Manuel, ""Barcelona fuente a fuente"". Barcelona: REPSOL, 1990. Sunet Urgellés, Salvador. Primer pla de les rajoles de la Font de la   travessera de Gràcia. Aquestes són obra   del ceramista S. Sune. Daten de 1844,  tot i que la font s'inaugurà el 1845.  L' estil de la font s'adieix al de les fonts  murals del Casc Antic.","","","image/jpeg","1 supercontacte","Positiu. SUPERCONTACTES. Color","1246. NEUFON710_18",40.0,"http://hdl.handle.net/11703/74626","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","FONTS. ELEMENTS URBANS. SUNET URGELLÉS, Salvador","Font de Jesús o de la travessera de Gràcia","image",""
"Servei d'Elements Urbans","Joan de Borbó Comte de Barcelona, Passeig (Barcelona). Barcelona. Districte 1. Ciutat Vella","","","2002-01-01","Pla general d'una part del passeig Joan de  Borbó Compte de Barcelona, on es mostren   unes llambordes de formigó al costat d'una   esplanada de gespa.","","","image/jpeg","1 diapositiva","Diapositiva. DIAPOSITIVES 24x36. Color","389. DEUPAV5_6",12.0,"http://hdl.handle.net/11703/73776","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","PAVIMENTS. ELEMENTS URBANS","Paviments al passeig Joan de Borbó Comte de Barcelona","image",""
"Gri Espinagosa, Josep. Servei d'Elements Urbans","Barcelona. Districte 3. Sants-Montjuïc","","1993-05-04","2002-01-01","Data aproximada. Pla general on es mostra part del Jardí Amargós.  Entre arbres i elements urbans, hi destaca  la presència d'una font mural, de pedra, la  qual culmina amb una escultura.","","","image/jpeg","1 supercontacte","Positiu. SUPERCONTACTES. Color","1056. NEUFON667_21",34.0,"http://hdl.handle.net/11703/74437","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","FONTS. ELEMENTS URBANS","Font amb escultura al Jardí Amargós","image",""
"Gri Espinagosa, Josep. Servei d'Elements Urbans","Reina Maria Cristina, Avinguda (Barcelona)","1991","1998-10-22","2002-01-01","Informació extreta del llibre Elements Urbans de l'autor Josep Ma. Serra. Foster, Norman. Pla de detall dels pals d'una marquesina  d'autobús, model Foster.   Els materials de l'element estàn realitzades  amb acer metalitzat en zinc, i subjecten  el sostre del conjunt, el calaix d'anuncis  publicitaris i el vidre lateral.","","","image/jpeg","1 supercontacte","Positiu. SUPERCONTACTES. Color","1428. NEUMARBUS2721_3",45.0,"http://hdl.handle.net/11703/74808","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","MARQUESINA BUS. FOSTER, Norman. JC DECAUX","Marquesina d'autobús Foster","image",""
"Cunill, Julio. Departament d'Arquitectura i Projectes Urbans","Barcelona. Districte 6. Gràcia. Lesseps, Plaça (Barcelona)","","2009-05-13","2009-10-15","Martínez Lapeña, J. A.; Torres, Elies; Canosa, Josep Lluís. Primer pla d'un OPI Metro amb estructura d'acer galvanitzat revestit amb xapa d'acer inoxidable polit. Els vidres són transparents trempats de gruix i marc serigrafiat de color gris. S'observa un mapa corresponent als itineraris del metro","","","image/jpeg","1 fotografia","Digital. TIFF. Color","31435. EU223PAN_01",223.0,"http://hdl.handle.net/11703/75438","","CC-BY-ND","openAccess","Cunill, Julio. Ajuntament de Barcelona","http://creativecommons.org/licenses/by-nd/4.0/deed.ca","","fotografies","ELEMENTS URBANS. PANELLS. MARTÍNEZ LAPEÑA, J.A.. TORRES, Elies. CANOSA, Josep Lluís","OPI Metro","image",""
"Cunill, Julio. CBFOTO. Servei d’Elements Urbans","Barcelona. Districte 1. Ciutat Vella. Rambla, La (Barcelona)","","1984","2017","","","Digitalitzat per Tecnodoc","image/jpeg","1 fotografia","Digitalitzat. TIFF. Blanc i negre","NEUD01ENL2803_15",188.0,"http://hdl.handle.net/11703/102867","","CC-BY-ND","openAccess","Cunill, Julio. CBFOTO. Ajuntament de Barcelona","http://creativecommons.org/licenses/by-nd/4.0/deed.ca","","maquetes. documents digitalitzats","ELEMENTS URBANS. FANALS. MAQUETES","Maqueta de fanals a la Rambla","image",""
"Cunill, Julio. Departament d'Arquitectura i Projectes Urbans","Barcelona. Districte 10. Sant Martí","","2009-05-29","2009-07-21","Projecte encarregat per Adolf Creus.. Primer pla d'un gual de vehicles. De granit i amb les   cares vistes flamejades. La pendent varia en funció de   l'alçada  de la vorada. Col·locada sobre la solera de formigó.","","","image/jpeg","1 fotografia","Digital. TIFF. Color","31253. EU223GUA_07",223.0,"http://hdl.handle.net/11703/75359","","CC-BY-ND","openAccess","Cunill, Julio. Ajuntament de Barcelona","http://creativecommons.org/licenses/by-nd/4.0/deed.ca","","fotografies","ELEMENTS URBANS. GUALS","Mobiliari i elements diversos","image",""
"Gri Espinagosa, Josep. Servei d'Elements Urbans","Jardins de Can Mantega (Barcelona). Barcelona. Districte 3. Sants-Montjuïc","","1993-05-07","2002-01-01","Bibliografia: ""Barcelona art i aigua"". Barcelona: Aldina, 1986. Vallmitjana Abarca, Agapit. Pla general dels Jardins de Can Mantega, on hi destaca un estany i la font ""del Niño"". La font fou creada per Agapit Vallmitjana el 1880. Es tracta d'una font de pedra amb quatre mascarons amb les seves respectives aixetes de llautó.","","","image/jpeg","1 supercontacte","Positiu. SUPERCONTACTES. Color","1113. NEUFON674_10",35.0,"http://hdl.handle.net/11703/74494","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","FONTS. ELEMENTS URBANS. Escultures i monuments","Font ""del Niño""","image",""
"Gri Espinagosa, Josep. Servei d'Elements Urbans","Diputació, Carrer (Barcelona)","","1999-01-18","2002-01-01","Primer pla de la part posterior d'un rètol  de cruïlles. Es tracta del prototip d'aquest  tipus d'element urbà.  El rètol es troba situat a la part superior d'un   semàfor.","","","image/jpeg","1 supercontacte","Positiu. SUPERCONTACTES. Color","1579. NEURET2945_16",50.0,"http://hdl.handle.net/11703/74958","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","RÈTOLS. ELEMENTS URBANS","Rètol prototip cruïlles","image",""
"Gri Espinagosa, Josep. Servei d'Elements Urbans","","","1993-06-17","2002-01-01","","","","image/jpeg","1 supercontacte","Positiu. SUPERCONTACTES. Color","1215. NEUFON707_30",39.0,"http://hdl.handle.net/11703/74595","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","FONTS. ELEMENTS URBANS","Font a la plaça del Roser","image",""
"Gri Espinagosa, Josep. Servei d'Elements Urbans","","","1990-05-01","2002-01-01","Data aproximada. Quintana, Màrius. Primer pla d'un quiosc-bar Havana.   L'element és obert.","","","image/jpeg","1 supercontacte","Positiu. SUPERCONTACTES. Color","1514. NEUQUIBAR31_12",48.0,"http://hdl.handle.net/11703/74894","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","Quioscos. BARS. ELEMENTS URBANS. QUINTANA, Màrius","Quiosc Havana","image",""
