"dccontributorauthor","dccoveragespatial","dcdatecreated","dcdateissued","dcdescriptionabstract","dcformat","dcformatextent","dcidentifierentitat","dcidentifieruri","dcrelation","dcrelationisreferencedby","dcrights","dcrightsaccessrights","dcrightsnotes","dcrightsrightsHolder","dcrightsuri","dcsubjectforma","dcsubjectimagurb","dctitle","dctype","Unnamed: 20"
"Cementiris de Barcelona, S.A.","Barcelona. Districte 10. Sant Martí. Poblenou (Barcelona : Barri). Carmen Amaya, Carrer (Barcelona). Bisbe Josep Climent, Carrer del (Barcelona)",2004,2016,"El cementiri de Poblenou ens brinda amb precioses escultures d'artistes com Fabiani o Joan Nolla.","image/jpeg","1 fotografia","societats mercantils","http://hdl.handle.net/11703/102647","","","CC-BY","openAccess","Còpia permesa amb finalitat d'estudi o recerca, citant la font ""Cementiris de Barcelona"". Per a qualsevol altre ús cal demanar autorització","Cementiris de Barcelona, S.A.","http://creativecommons.org/licenses/by/4.0/deed.ca","fotografies","CEMENTIRIS. ESCULTURES. MONUMENTS. Cementiri del Poblenou (Barcelona). Àngels en l'art","Escultura d'un àngel assegut davant d'una creu al Cementiri de Poblenou","image",""
"Cementiris de Barcelona, S.A.","Barcelona. Districte 10. Sant Martí. Poblenou (Barcelona : Barri). Carmen Amaya, Carrer (Barcelona). Bisbe Josep Climent, Carrer del (Barcelona)",2014,2016,"Antigament, el Departament Tercer era destinat com a fossa comú. Avui dia és una part igualitària del cementiri.","image/jpeg","1 fotografia","societats mercantils","http://hdl.handle.net/11703/102654","","","CC-BY","openAccess","Còpia permesa amb finalitat d'estudi o recerca, citant la font ""Cementiris de Barcelona"". Per a qualsevol altre ús cal demanar autorització","Cementiris de Barcelona, S.A.","http://creativecommons.org/licenses/by/4.0/deed.ca","fotografies","CEMENTIRIS. Mausoleus. Tombes. Cementiri del Poblenou (Barcelona). CREUS","Departament Tercer del Cementiri de Poblenou : vista de tombes i nínxols","image",""
"Cementiris de Barcelona, S.A.","Barcelona. Districte 5. Sarrià-Sant Gervasi. Tres Torres (Barcelona : Barri). Cementiri de Sarrià, Camí (Barcelona)",2006,2017,"Sarrià no es va incorporar a Barcelona fins el 1921. Va ser l’últim municipi annexionat i, fins aleshores, havia estat un poblet que els estius s’omplia d’estiuejants que tenien el domicili principal a Barcelona i, per descomptat, la seva sepultura en un dels dos cementiris que aleshores hi havia a la ciutat, el del Poblenou i el de Montjuïc. Els primers escrits que fan referència al Cementiri de Sarrià es remunten al 1922. Es tracta del llibre de registres, on consten tant els difunts enterrats com les fitxes, en les quals es detallen la construcció de l’oficina, el dipòsit i altres serveis.","image/jpeg","1 fotografia","societats mercantils","http://hdl.handle.net/11703/102354","","http://www.cbsa.cat/cementiri-sarria/","CC-BY","openAccess","Còpia permesa amb finalitat d'estudi o recerca, citant la font ""Cementiris de Barcelona"". Per a qualsevol altre ús cal demanar autorització","Cementiris de Barcelona, S.A.","http://creativecommons.org/licenses/by/4.0/deed.ca","fotografies","MONUMENTS FUNERARIS. SEPULCRES. Tombes. CEMENTIRIS. Cementiri de Sarrià (Barcelona)","Panteó d'estil neoclàssic al Cementiri de Sarrià","image",""
"Cementiris de Barcelona, S.A.","Hospitalet de Llobregat (Catalunya)",2007,2017,"El Cementiri de Sants és un dels cementiris gestionats per Cementiris de Barcelona S.A., encara que territorialment pertany al municipi de l'Hospitalet de Llobregat. Els terrenys van ser comprats per l'antic municipi de Sants, per a la construcció d'aquest cementiri. Es va inaugurar oficialment l'any 1880. Amb l'annexió de Sants a Barcelona, el Cementiri de Sants va passar a l'Ajuntament de Barcelona. Adreça: Passatge del Cementiri, 1, al costat de la Travessera de Collblanc, 60-80. És un cementiri sense grans construccions funeràries, però, Sants és un cementiri força concorregut on es veuen sepultures molt visitades i ben cuidades.","image/jpeg","1 fotografia","societats mercantils","http://hdl.handle.net/11703/102395","","","CC-BY","openAccess","Còpia permesa amb finalitat d'estudi o recerca, citant la font ""Cementiris de Barcelona"". Per a qualsevol altre ús cal demanar autorització","Cementiris de Barcelona, S.A.","http://creativecommons.org/licenses/by/4.0/deed.ca","fotografies","CEMENTIRIS. SEPULCRES. Tombes. Cementiri de Sants (Hospitalet de Llobregat, Catalunya)","Vistes generals al Cementiri de Sants : sepultures al terra","image",""
"Cementiris de Barcelona, S.A.","Barcelona. Districte 8. Nou Barris. Porta (Barcelona : Barri). Garrofers, Carrer (Barcelona)",2006,2017,"El cementiri de Sant Andreu fou inaugurat el 1839 i pertanyia a Sant Andreu del Palomar que formava part del Pla de Barcelona. Sembla que fou la primera població del Pla que va disposar de cementiri desprès de la construcció del de Poblenou.","image/jpeg","1 fotografia","societats mercantils","http://hdl.handle.net/11703/102345","","","CC-BY","openAccess","Còpia permesa amb finalitat d'estudi o recerca, citant la font ""Cementiris de Barcelona"". Per a qualsevol altre ús cal demanar autorització","Cementiris de Barcelona, S.A.","http://creativecommons.org/licenses/by/4.0/deed.ca","fotografies","CAPELLES. CEMENTIRIS. CEMENTIRI DE SANT ANDREU (BARCELONA)","Capella del Cementiri de Sant Andreu","image",""
"Cementiris de Barcelona, S.A.","Collserola, Serra de (Catalunya). Montcada i Reixac (Catalunya)",2015,2017,"Mur de pedra natural destinat a la gravació d’una placa de bronze amb el nom del difunt, que en col·locar-la forma un conjunt escultòric. Ubicació: Bosc de les cendres.","image/jpeg","1 fotografia","societats mercantils","http://hdl.handle.net/11703/102285","","http://www.cbsa.cat/espais-per-cendres/","CC-BY","openAccess","Còpia permesa amb finalitat d'estudi o recerca, citant la font ""Cementiris de Barcelona"". Per a qualsevol altre ús cal demanar autorització","Cementiris de Barcelona, S.A.","http://creativecommons.org/licenses/by/4.0/deed.ca","fotografies","CEMENTIRIS. Cremació. Cementiri de Collserola (Montcada i Reixac, Catalunya)","Plaques del Memorial Collserola","image",""
"Gilaberte Redondo, Andreu. Cementiris de Barcelona, S.A.","Barcelona. Districte 5. Sarrià-Sant Gervasi. Cementiri de Sant Gervasi, Camí (Barcelona)",2016,2017,"El cementiri de Sant Gervasi és un cementiri protegit com a bé cultural d'interès local i ens mostra gran varietat d'escultures i panteons, molts d'ells monumentals, predominant-hi l'eclecticisme.","image/jpeg","1 fotografia","societats mercantils","http://hdl.handle.net/11703/102507","","","CC-BY-NC-ND","openAccess","Còpia permesa amb finalitat d'estudi o recerca, citant la font ""Cementiris de Barcelona"". Per a qualsevol altre ús cal demanar autorització.","Cementiris de Barcelona, S.A.","http://creativecommons.org/licenses/by-nc-nd/4.0/deed.ca","fotografies","CEMENTIRIS. Escultures i monuments. Cementiri de Sant Gervasi (Barcelona)","Detall d'una escultura, al Cementiri de Sant Gervasi : mans juntes","image",""
"Cementiris de Barcelona, S.A.","Barcelona. Districte 3. Sants-Montjuïc. Mare de Déu de Port, Carrer (Barcelona). Fossar de la Pedrera (Barcelona)",2001,2016,"Espai memorial dedicat a les víctimes de la repressió i dels bombardejos franquistes.","image/jpeg","1 fotografia","societats mercantils","http://hdl.handle.net/11703/102669","","","CC-BY","openAccess","Còpia permesa amb finalitat d'estudi o recerca, citant la font ""Cementiris de Barcelona"". Per a qualsevol altre ús cal demanar autorització","Cementiris de Barcelona, S.A.","http://creativecommons.org/licenses/by/4.0/deed.ca","fotografies","CEMENTIRIS. MONUMENTS FUNERARIS. Tombes. Cementiri de Montjuïc (Barcelona)","Fossar de la Pedrera, al Cementiri de Montjuïc : escales d'accés","image",""
"Cementiris de Barcelona, S.A.","Barcelona. Districte 4. Les Corts. Joan XXIII, Avinguda (Barcelona)",2006,2017,"El Cementiri de Les Corts és un recinte senzill que es va construir en relació a les necessitats del, aleshores, independent poble de les Corts. Com el cementiri de Sant Andreu, és un cementiri molt visitat i de d'inicis d'aquest any 2017 es realitzen visites guiades el primer dissabte de cada mes.","image/jpeg","1 fotografia","societats mercantils","http://hdl.handle.net/11703/102305","","http://www.cbsa.cat/ruta-les-corts/","CC-BY","openAccess","Còpia permesa amb finalitat d'estudi o recerca, citant la font ""Cementiris de Barcelona"". Per a qualsevol altre ús cal demanar autorització","Cementiris de Barcelona, S.A.","http://creativecommons.org/licenses/by/4.0/deed.ca","fotografies","Escultures i monuments. Àngels en l'art. CREUS. CEMENTIRIS. Cementiri de Les Corts (Barcelona)","Escultura d'àngel amb gran creu darrera al Cementiri de Les Corts","image",""
"Cementiris de Barcelona, S.A.","Barcelona. Districte 5. Sarrià-Sant Gervasi. Tres Torres (Barcelona : Barri). Cementiri de Sarrià, Camí (Barcelona)",2006,2017,"Sarrià no es va incorporar a Barcelona fins el 1921. Va ser l’últim municipi annexionat i, fins aleshores, havia estat un poblet que els estius s’omplia d’estiuejants que tenien el domicili principal a Barcelona i, per descomptat, la seva sepultura en un dels dos cementiris que aleshores hi havia a la ciutat, el del Poblenou i el de Montjuïc.Els primers escrits que fan referència al Cementiri de Sarrià es remunten al 1922. Es tracta del llibre de registres, on consten tant els difunts enterrats com les fitxes, en les quals es detallen la construcció de l’oficina, el dipòsit i altres serveis.","image/jpeg","1 fotografia","societats mercantils","http://hdl.handle.net/11703/102358","","http://www.cbsa.cat/cementiri-sarria/","CC-BY","openAccess","Còpia permesa amb finalitat d'estudi o recerca, citant la font ""Cementiris de Barcelona"". Per a qualsevol altre ús cal demanar autorització","Cementiris de Barcelona, S.A.","http://creativecommons.org/licenses/by/4.0/deed.ca","fotografies","CEMENTIRIS. SEPULCRES. Tombes. Cementiri de Sarrià (Barcelona)","Vistes generals al Cementiri de Sarrià : sepultures al terra","image",""
"Cementiris de Barcelona, S.A.","Barcelona. Districte 10. Sant Martí. Poblenou (Barcelona : Barri). Carmen Amaya, Carrer (Barcelona). Bisbe Josep Climent, Carrer del (Barcelona)",2014,2016,"Antigament, el Departament Tercer era destinat com a fossa comú. Avui dia és una part igualitària del cementiri.","image/jpeg","1 fotografia","societats mercantils","http://hdl.handle.net/11703/102653","","","CC-BY","openAccess","Còpia permesa amb finalitat d'estudi o recerca, citant la font ""Cementiris de Barcelona"". Per a qualsevol altre ús cal demanar autorització","Cementiris de Barcelona, S.A.","http://creativecommons.org/licenses/by/4.0/deed.ca","fotografies","CEMENTIRIS. Mausoleus. Tombes. Cementiri del Poblenou (Barcelona). CREUS","Departament Tercer del Cementiri de Poblenou : gran creu envoltada de tombes","image",""
"Cementiris de Barcelona, S.A.","Barcelona. Districte 3. Sants-Montjuïc. Mare de Déu de Port, Carrer (Barcelona)",2013,2016,"La Col·lecció de Carrosses Fúnebres mostra la tradició funerària de la Barcelona de finals del segle XIX i principis del XX segons la classe social a la qual es pertanyia. Disposa de 13 carrosses originals, entre les quals destaquen cinc pel seu valor artístic i per la seva representativitat cultural de l’època:  Gòtica, Grand Doumont, Imperial, Estufa, Cotxe Usual (Aranya). El grup de les Carrosses Blanques, tenen una simbologia molt precisa: el blanc era el color de la puresa, la fidelitat i de la innocència, per això aquests vehicles s’utilitzaven per transportar nens i dones solteres.","image/jpeg","1 fotografia","societats mercantils","http://hdl.handle.net/11703/102679","http://www.cbsa.cat/colleccio/la-col%c2%b7leccio/","","CC-BY","openAccess","Còpia permesa amb finalitat d'estudi o recerca, citant la font ""Cementiris de Barcelona"". Per a qualsevol altre ús cal demanar autorització","Cementiris de Barcelona, S.A.","http://creativecommons.org/licenses/by/4.0/deed.ca","fotografies","Serveis funeraris. Vehicles de tracció animal. Ritus i cerimònies fúnebres. Cementiri de Montjuïc (Barcelona)","Col·lecció de Carrosses Fúnebres, al Cementiri de Montjuïc : cotxe usual","image",""
"Gilaberte Redondo, Andreu. Cementiris de Barcelona, S.A.","Barcelona. Districte 5. Sarrià-Sant Gervasi. Cementiri de Sant Gervasi, Camí (Barcelona)",2016,2017,"El cementiri de Sant Gervasi és un cementiri protegit com a bé cultural d'interès local i ens mostra gran varietat d'escultures i panteons, molts d'ells monumentals, predominant-hi l'eclecticisme.","image/jpeg","1 fotografia","societats mercantils","http://hdl.handle.net/11703/99800","","","CC-BY-NC-ND","openAccess","Còpia permesa amb finalitat d'estudi o recerca, citant la font ""Cementiris de Barcelona"". Per a qualsevol altre ús cal demanar autorització.","Cementiris de Barcelona, S.A","http://creativecommons.org/licenses/by-nc-nd/4.0/deed.ca","fotografies","CEMENTIRIS. Escultures i monuments. Cementiri de Sant Gervasi (Barcelona)","Detall de porta de ferro, al Cementiri de Sant Gervasi","image",""
"Cementiris de Barcelona, S.A.","Barcelona. Districte 10. Sant Martí. Poblenou (Barcelona : Barri). Carmen Amaya, Carrer (Barcelona). Bisbe Josep Climent, Carrer del (Barcelona)",2014,2016,"El Departament Segon, és la part monumental del cementiri on s'enterrava la burgesia. Es diferencia de la part igualitària del cementiri.","image/jpeg","1 fotografia","societats mercantils","http://hdl.handle.net/11703/102644","","","CC-BY","openAccess","Còpia permesa amb finalitat d'estudi o recerca, citant la font ""Cementiris de Barcelona"". Per a qualsevol altre ús cal demanar autorització","Cementiris de Barcelona, S.A.","http://creativecommons.org/licenses/by/4.0/deed.ca","fotografies","CEMENTIRIS. Mausoleus. Tombes. Cementiri del Poblenou (Barcelona)","Departament Segon del Cementiri de Poblenou : vistes de panteons","image",""
"Cementiris de Barcelona, S.A.","Barcelona. Districte 10. Sant Martí. Poblenou (Barcelona : Barri). Carmen Amaya, Carrer (Barcelona). Bisbe Josep Climent, Carrer del (Barcelona)",2014,2016,"Antigament, el Departament Tercer era destinat com a fossa comú. Avui dia és una part igualitària del cementiri.","image/jpeg","1 fotografia","societats mercantils","http://hdl.handle.net/11703/98695","","","CC-BY","openAccess","Còpia permesa amb finalitat d'estudi o recerca, citant la font ""Cementiris de Barcelona"". Per a qualsevol altre ús cal demanar autorització.","Cementiris de Barcelona, S.A.","http://creativecommons.org/licenses/by/4.0/deed.ca","fotografies","CEMENTIRIS. Mausoleus. Tombes. Cementiri del Poblenou (Barcelona)","Departament Tercer del Cementiri de Poblenou : vista de tombes","image",""
"Cementiris de Barcelona, S.A.","Barcelona. Districte 3. Sants-Montjuïc. Mare de Déu de Port, Carrer (Barcelona)",2013,2016,"La Col·lecció de Carrosses Fúnebres mostra la tradició funerària de la Barcelona de finals del segle XIX i principis del XX segons la classe social a la qual es pertanyia. Disposa de 13 carrosses originals, entre les quals destaquen cinc pel seu valor artístic i per la seva representativitat cultural de l’època:  Gòtica, Grand Doumont, Imperial, Estufa, Cotxe Usual (Aranya). El grup de les Carrosses Blanques, tenen una simbologia molt precisa: el blanc era el color de la puresa, la fidelitat i de la innocència, per això aquests vehicles s’utilitzaven per transportar nens i dones solteres.","image/jpeg","1 fotografia","societats mercantils","http://hdl.handle.net/11703/102683","http://www.cbsa.cat/colleccio/la-col%c2%b7leccio/","","CC-BY","openAccess","Còpia permesa amb finalitat d'estudi o recerca, citant la font ""Cementiris de Barcelona"". Per a qualsevol altre ús cal demanar autorització","Cementiris de Barcelona, S.A.","http://creativecommons.org/licenses/by/4.0/deed.ca","fotografies","Serveis funeraris. Vehicles de tracció animal. Ritus i cerimònies fúnebres. Cementiri de Montjuïc (Barcelona)","Col·lecció de Carrosses Fúnebres, al Cementiri de Montjuïc : carrossa gòtica","image",""
