"dccontributorauthor","dccontributorother","dccoveragespatial","dccoveragetemporal","dcdatecreated","dcdateissued","dcdescription","dcdescriptionabstract","dcdescriptionsponsorship","dcformat","dcformatextent","dcformatmedium","dcidentifierimagurb","dcidentifierimagurbcd","dcidentifieruri","dcpublisher","dcrelation","dcrights","dcrightsaccessrights","dcrightsnotes","dcrightsrightsHolder","dcrightsuri","dcsubject","dcsubjectforma","dcsubjectimagurb","dctitle","dctype","Unnamed: 27"
"Gri Espinagosa, Josep. Sector d'Urbanisme. Departament d'Arquitectura","","Barcelona. Districte 1. Ciutat Vella. Sant Jaume, Plaça (Barcelona)","","2005-06-14","2005-10-07","Primer pla lateral d'una de les gàrgoles del  s.XVI. Les trobem a la part superior del pati  del vestíbul de l'Ajuntament de Barcelona.  Solen tenir formes humanes i animals.","","","image/jpeg","1 fotografia","Digital. TIFF. Color","26948. 0117a015_19",117.0,"http://hdl.handle.net/11703/65568","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies","EDIFICIS INSTITUCIONALS. TERRASSES. GÀRGOLES. Casa de la Ciutat de Barcelona","Casa de la Ciutat","image",""
"Gri Espinagosa, Josep. Sector d'Urbanisme. Departament d'Arquitectura","","Barcelona. Districte 1. Ciutat Vella. Sant Jaume, Plaça (Barcelona)","","2005-06-14","2005-10-07","Pla detall lateral d'una de les gàrgoles del  s.XVI. Les trobem a la part superior del pati  del vestíbul de l'Ajuntament de Barcelona.  Solen tenir formes humanes i animals.","","","image/jpeg","1 fotografia","Digital. TIFF. Color","26964. 0117a015_35",117.0,"http://hdl.handle.net/11703/65584","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies","EDIFICIS INSTITUCIONALS. TERRASSES. GÀRGOLES. Casa de la Ciutat de Barcelona","Casa de la Ciutat","image",""
"Gri Espinagosa, Josep. Sector d'Urbanisme. Departament d'Arquitectura","","Barcelona. Districte 1. Ciutat Vella. Sant Jaume, Plaça (Barcelona)","","2005-06-14","2005-10-07","Pla detall lateral d'una de les gàrgoles del  s.XVI. Les trobem a la part superior del pati  del vestíbul de l'Ajuntament de Barcelona.  Solen tenir formes humanes i animals.","","","image/jpeg","1 fotografia","Digital. TIFF. Color","26956. 0117a015_27",117.0,"http://hdl.handle.net/11703/65576","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies","EDIFICIS INSTITUCIONALS. TERRASSES. GÀRGOLES. Casa de la Ciutat de Barcelona","Casa de la Ciutat","image",""
"Gri Espinagosa, Josep. Sector d'Urbanisme. Departament d'Arquitectura","","Barcelona. Districte 1. Ciutat Vella. Sant Jaume, Plaça (Barcelona)","","2005-06-14","2005-10-07","Primer pla lateral d'una de les gàrgoles del  s.XVI. Les trobem a la part superior del pati  del vestíbul de l'Ajuntament de Barcelona.  Solen tenir formes humanes i animals.","","","image/jpeg","1 fotografia","Digital. TIFF. Color","26949. 0117a015_20",117.0,"http://hdl.handle.net/11703/65569","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies","EDIFICIS INSTITUCIONALS. TERRASSES. GÀRGOLES. Casa de la Ciutat de Barcelona","Casa de la Ciutat","image",""
"Gri Espinagosa, Josep. Sector d'Urbanisme. Departament d'Arquitectura","","Barcelona. Districte 1. Ciutat Vella. Sant Jaume, Plaça (Barcelona)","","2005-06-14","2005-10-07","Primer pla d'un dels pinacles del  s.XVI. Les trobem a la part superior del pati  gòtic de l'Ajuntament de Barcelona.  Solen tenir formes humanes i animals.","","","image/jpeg","1 fotografia","Digital. TIFF. Color","26969. 0117a015_40",117.0,"http://hdl.handle.net/11703/65589","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies","EDIFICIS INSTITUCIONALS. TERRASSES. PINACLES. Casa de la Ciutat de Barcelona","Casa de la Ciutat","image",""
"Gri Espinagosa, Josep. Sector d'Urbanisme. Departament d'Arquitectura","","Barcelona. Districte 1. Ciutat Vella. Sant Jaume, Plaça (Barcelona)","","2005-06-14","2005-10-07","Pla detall lateral d'una de les gàrgoles del  s.XVI. Les trobem a la part superior del pati  del vestíbul de l'Ajuntament de Barcelona.  Solen tenir formes humanes i animals.","","","image/jpeg","1 fotografia","Digital. TIFF. Color","26959. 0117a015_30",117.0,"http://hdl.handle.net/11703/65579","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies","EDIFICIS INSTITUCIONALS. TERRASSES. GÀRGOLES. Casa de la Ciutat de Barcelona","Casa de la Ciutat","image",""
"Gri Espinagosa, Josep. Sector d'Urbanisme. Departament d'Arquitectura","","Barcelona. Districte 1. Ciutat Vella. Sant Jaume, Plaça (Barcelona)","","2005-06-28","2005-10-07","Pla detall d'una part d'un  pinacle en restauració. Les  trobem a la part superior del pati  gòtic de l'Ajuntament de Barcelona.  Solen tenir formes humanes i animals.","","","image/jpeg","1 fotografia","Digital. TIFF. Color","26982. 0117a017_18",117.0,"http://hdl.handle.net/11703/65602","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies","EDIFICIS INSTITUCIONALS. TERRASSES. PINACLES. Casa de la Ciutat de Barcelona","Casa de la Ciutat","image",""
"Gri Espinagosa, Josep. Sector d'Urbanisme. Departament d'Arquitectura","","Barcelona. Districte 1. Ciutat Vella. Sant Jaume, Plaça (Barcelona)","","2005-06-14","2005-10-07","Pla detall lateral d'una de les gàrgoles del  s.XVI. Les trobem a la part superior del pati  del vestíbul de l'Ajuntament de Barcelona.  Solen tenir formes humanes i animals.","","","image/jpeg","1 fotografia","Digital. TIFF. Color","26955. 0117a015_26",117.0,"http://hdl.handle.net/11703/65575","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies","EDIFICIS INSTITUCIONALS. TERRASSES. GÀRGOLES. Casa de la Ciutat de Barcelona","Casa de la Ciutat","image",""
"Gri Espinagosa, Josep. Sector d'Urbanisme. Departament d'Arquitectura","","Barcelona. Districte 1. Ciutat Vella. Sant Jaume, Plaça (Barcelona)","","2005-06-14","2005-10-07","Pla detall lateral d'una de les gàrgoles del  s.XVI. Les trobem a la part superior del pati  del vestíbul de l'Ajuntament de Barcelona.  Solen tenir formes humanes i animals.","","","image/jpeg","1 fotografia","Digital. TIFF. Color","26961. 0117a015_32",117.0,"http://hdl.handle.net/11703/65581","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies","EDIFICIS INSTITUCIONALS. TERRASSES. GÀRGOLES. Casa de la Ciutat de Barcelona","Casa de la Ciutat","image",""
"Gri Espinagosa, Josep. Sector d'Urbanisme. Departament d'Arquitectura","","Barcelona. Districte 1. Ciutat Vella. Sant Jaume, Plaça (Barcelona)","","2005-06-14","2005-10-07","Primer pla d'un dels pinacles del  s.XVI. Les trobem a la part superior del pati  gòtic de l'Ajuntament de Barcelona.  Solen tenir formes humanes i animals.","","","image/jpeg","1 fotografia","Digital. TIFF. Color","26972. 0117a015_43",117.0,"http://hdl.handle.net/11703/65592","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies","EDIFICIS INSTITUCIONALS. TERRASSES. PINACLES. Casa de la Ciutat de Barcelona","Casa de la Ciutat","image",""
"Gri Espinagosa, Josep. Sector d'Urbanisme. Departament d'Arquitectura","","Barcelona. Districte 1. Ciutat Vella. Sant Jaume, Plaça (Barcelona)","","2005-06-14","2005-10-06","Pla general de la terrassa entre l'edifici vell  i el Novissim de l'Ajuntament de Barcelona. S'observen les rajoles en diferents colors,  predominant el color blaus.","","","image/jpeg","1 fotografia","Digital. TIFF. Color","26931. 0117a014_09",117.0,"http://hdl.handle.net/11703/65552","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies","EDIFICIS INSTITUCIONALS. TERRASSES. Casa de la Ciutat de Barcelona","Casa de la Ciutat","image",""
"Gri Espinagosa, Josep. Sector d'Urbanisme. Departament d'Arquitectura","","Barcelona. Districte 1. Ciutat Vella. Sant Jaume, Plaça (Barcelona)","","2005-06-14","2005-10-07","Primer pla, picat, d'una de les gàrgoles del  s.XVI. Les trobem a la part superior del pati  del vestíbul de l'Ajuntament de Barcelona.  Solen tenir formes humanes i animals.","","","image/jpeg","1 fotografia","Digital. TIFF. Color","26945. 0117a015_16",117.0,"http://hdl.handle.net/11703/65565","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies","EDIFICIS INSTITUCIONALS. TERRASSES. GÀRGOLES. Casa de la Ciutat de Barcelona","Casa de la Ciutat","image",""
"Gri Espinagosa, Josep. Sector d'Urbanisme. Departament d'Arquitectura","","Barcelona. Districte 1. Ciutat Vella. Sant Jaume, Plaça (Barcelona)","","2005-06-14","2005-10-07","Pla detall lateral d'una de les gàrgoles del  s.XVI. Les trobem a la part superior del pati  del vestíbul de l'Ajuntament de Barcelona.  Solen tenir formes humanes i animals.","","","image/jpeg","1 fotografia","Digital. TIFF. Color","26967. 0117a015_38",117.0,"http://hdl.handle.net/11703/65587","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies","EDIFICIS INSTITUCIONALS. TERRASSES. GÀRGOLES. Casa de la Ciutat de Barcelona","Casa de la Ciutat","image",""
"Gri Espinagosa, Josep. Sector d'Urbanisme. Departament d'Arquitectura","","Barcelona. Districte 1. Ciutat Vella. Sant Jaume, Plaça (Barcelona)","","2005-06-28","2005-10-07","Pla detall d'un pinacle en restauració. Les  trobem a la part superior del pati  gòtic de l'Ajuntament de Barcelona.  Solen tenir formes humanes i animals.","","","image/jpeg","1 fotografia","Digital. TIFF. Color","26978. 0117a017_02",117.0,"http://hdl.handle.net/11703/65598","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies","EDIFICIS INSTITUCIONALS. TERRASSES. PINACLES. Casa de la Ciutat de Barcelona","Casa de la Ciutat","image",""
"Gri Espinagosa, Josep. Sector d'Urbanisme. Departament d'Arquitectura","","Barcelona. Districte 1. Ciutat Vella. Sant Jaume, Plaça (Barcelona)","","2005-06-28","2005-10-07","Primer pla d'una part d'un  pinacle en restauració. Les  trobem a la part superior del pati  gòtic de l'Ajuntament de Barcelona.  Solen tenir formes humanes i animals.","","","image/jpeg","1 fotografia","Digital. TIFF. Color","26991. 0117a017_69",117.0,"http://hdl.handle.net/11703/65611","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies","EDIFICIS INSTITUCIONALS. TERRASSES. PINACLES. Casa de la Ciutat de Barcelona","Casa de la Ciutat","image",""
"Gri Espinagosa, Josep. Sector d'Urbanisme. Departament d'Arquitectura","","Barcelona. Districte 1. Ciutat Vella. Sant Jaume, Plaça (Barcelona)","","2005-06-14","2005-10-06","Primer pla de la terrassa d'accés a l'antic  menjador de l'Ajuntament de Barcelona. Es  pot observar la construcció de vidre per  unir els dos edificis.","","","image/jpeg","1 fotografia","Digital. TIFF. Color","26926. 0117a014_01",117.0,"http://hdl.handle.net/11703/65547","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies","EDIFICIS INSTITUCIONALS. TERRASSES. Casa de la Ciutat de Barcelona","Casa de la Ciutat","image",""
"Gri Espinagosa, Josep. Sector d'Urbanisme. Departament d'Arquitectura","","Barcelona. Districte 1. Ciutat Vella. Sant Jaume, Plaça (Barcelona)","","2005-06-14","2005-10-07","Primer pla, picat, d'una de les gàrgoles del  s.XVI. Les trobem a la part superior del pati  del vestíbul de l'Ajuntament de Barcelona.  Solen tenir formes humanes i animals.","","","image/jpeg","1 fotografia","Digital. TIFF. Color","26940. 0117a015_11",117.0,"http://hdl.handle.net/11703/65560","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies","EDIFICIS INSTITUCIONALS. TERRASSES. GÀRGOLES. Casa de la Ciutat de Barcelona","Casa de la Ciutat","image",""
"Gri Espinagosa, Josep. Sector d'Urbanisme. Departament d'Arquitectura","","Barcelona. Districte 1. Ciutat Vella. Sant Jaume, Plaça (Barcelona)","","2005-06-14","2005-10-06","Primer pla, contrapicat, de tres gárgoles  del pati del vestíbul de l'Ajuntament de  Barcelona.Les gàrgoles tenen formes humanes  i animals.","","","image/jpeg","1 fotografia","Digital. TIFF. Color","26935. 0117a015_04",117.0,"http://hdl.handle.net/11703/65556","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies","EDIFICIS INSTITUCIONALS. TERRASSES. GÀRGOLES. Casa de la Ciutat de Barcelona","Casa de la Ciutat","image",""
"Gri Espinagosa, Josep. Sector d'Urbanisme. Departament d'Arquitectura","","Barcelona. Districte 1. Ciutat Vella. Sant Jaume, Plaça (Barcelona)","","2005-06-28","2005-10-07","Pla detall d'una part d'un  pinacle en restauració. Les  trobem a la part superior del pati  gòtic de l'Ajuntament de Barcelona.  Solen tenir formes humanes i animals.","","","image/jpeg","1 fotografia","Digital. TIFF. Color","26980. 0117a017_15",117.0,"http://hdl.handle.net/11703/65600","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies","EDIFICIS INSTITUCIONALS. TERRASSES. PINACLES. Casa de la Ciutat de Barcelona","Casa de la Ciutat","image",""
"Gri Espinagosa, Josep. Sector d'Urbanisme. Departament d'Arquitectura","","Barcelona. Districte 1. Ciutat Vella. Sant Jaume, Plaça (Barcelona)","","2005-06-14","2005-10-07","Primer pla lateral d'una de les gàrgoles del  s.XVI. Les trobem a la part superior del pati  del vestíbul de l'Ajuntament de Barcelona.  Solen tenir formes humanes i animals.","","","image/jpeg","1 fotografia","Digital. TIFF. Color","26952. 0117a015_23",117.0,"http://hdl.handle.net/11703/65572","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies","EDIFICIS INSTITUCIONALS. TERRASSES. GÀRGOLES. Casa de la Ciutat de Barcelona","Casa de la Ciutat","image",""
"Gri Espinagosa, Josep. Sector d'Urbanisme. Departament d'Arquitectura","","Barcelona. Districte 1. Ciutat Vella. Sant Jaume, Plaça (Barcelona)","","2005-06-14","2005-10-07","Primer pla, picat, d'una de les gàrgoles del  s.XVI. Les trobem a la part superior del pati  del vestíbul de l'Ajuntament de Barcelona.  Solen tenir formes humanes i animals.","","","image/jpeg","1 fotografia","Digital. TIFF. Color","26941. 0117a015_12",117.0,"http://hdl.handle.net/11703/65561","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies","EDIFICIS INSTITUCIONALS. TERRASSES. GÀRGOLES. Casa de la Ciutat de Barcelona","Casa de la Ciutat","image",""
"Gri Espinagosa, Josep. Sector d'Urbanisme. Departament d'Arquitectura","","Barcelona. Districte 1. Ciutat Vella. Sant Jaume, Plaça (Barcelona)","","2005-06-28","2005-10-07","Primer pla d'una part d'un  pinacle en restauració. Les  trobem a la part superior del pati  gòtic de l'Ajuntament de Barcelona.  Solen tenir formes humanes i animals.","","","image/jpeg","1 fotografia","Digital. TIFF. Color","26992. 0117a017_75",117.0,"http://hdl.handle.net/11703/65612","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies","EDIFICIS INSTITUCIONALS. TERRASSES. PINACLES. Casa de la Ciutat de Barcelona","Casa de la Ciutat","image",""
"Gri Espinagosa, Josep. Sector d'Urbanisme. Departament d'Arquitectura","","Barcelona. Districte 1. Ciutat Vella. Sant Jaume, Plaça (Barcelona)","","2005-06-28","2005-10-07","Primer pla d'una part d'un  pinacle en restauració. Les  trobem a la part superior del pati  gòtic de l'Ajuntament de Barcelona.  Solen tenir formes humanes i animals.","","","image/jpeg","1 fotografia","Digital. TIFF. Color","26990. 0117a017_64",117.0,"http://hdl.handle.net/11703/65610","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies","EDIFICIS INSTITUCIONALS. TERRASSES. PINACLES. Casa de la Ciutat de Barcelona","Casa de la Ciutat","image",""
"Gri Espinagosa, Josep. Sector d'Urbanisme. Departament d'Arquitectura","","Barcelona. Districte 1. Ciutat Vella. Sant Jaume, Plaça (Barcelona)","","2005-06-14","2005-10-07","Primer pla lateral d'una de les gàrgoles del  s.XVI. Les trobem a la part superior del pati  del vestíbul de l'Ajuntament de Barcelona.  Solen tenir formes humanes i animals.","","","image/jpeg","1 fotografia","Digital. TIFF. Color","26953. 0117a015_24",117.0,"http://hdl.handle.net/11703/65573","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies","EDIFICIS INSTITUCIONALS. TERRASSES. GÀRGOLES. Casa de la Ciutat de Barcelona","Casa de la Ciutat","image",""
"Gri Espinagosa, Josep. Sector d'Urbanisme. Departament d'Arquitectura","","Barcelona. Districte 1. Ciutat Vella. Sant Jaume, Plaça (Barcelona)","","2005-06-14","2005-10-07","Pla detall superior dels pinacles del  s.XVI. Les trobem a la part superior del pati  gòtic de l'Ajuntament de Barcelona.  Solen tenir formes humanes i animals.","","","image/jpeg","1 fotografia","Digital. TIFF. Color","26973. 0117a015_44",117.0,"http://hdl.handle.net/11703/65593","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies","EDIFICIS INSTITUCIONALS. TERRASSES. PINACLES. Casa de la Ciutat de Barcelona","Casa de la Ciutat","image",""
"Gri Espinagosa, Josep. Sector d'Urbanisme. Departament d'Arquitectura","","Barcelona. Districte 1. Ciutat Vella. Sant Jaume, Plaça (Barcelona)","","2005-06-14","2005-10-07","Pla detall d'una gàrgola del  s.XVI. Les trobem a la part superior del pati  gòtic de l'Ajuntament de Barcelona.  Solen tenir formes humanes i animals.","","","image/jpeg","1 fotografia","Digital. TIFF. Color","26975. 0117a015_46",117.0,"http://hdl.handle.net/11703/65595","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies","EDIFICIS INSTITUCIONALS. TERRASSES. PINACLES. Casa de la Ciutat de Barcelona","Casa de la Ciutat","image",""
